Ваш SKU *,Название группы вариантов,Название товара *,Бренд *,Применение,Назначение,Название сервиса,Вид поставки,Платформа,Совместимость с ОС,Сервис активации,Номинал карты,Продолжительность подписки,Территория активации,Бонусы,Жанр игры,Количество подключаемых аккаунтов,Возрастное ограничение,Инструкция по активации,Дополнительная информация,Активация после покупки,"Количество упаковок в товаре, шт.",Территория использования
GFT6974,,Подарочная карта Monster Hunter Stories 2: Wings of Ruin для Steam | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Stories 2: Wings of Ruin,электронный ключ,ПК,Windows,Steam,39.99,99 лет,все страны,,приключения,1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6970,,Подарочная карта Monster Hunter Stories 2: Wings of Ruin для Xbox | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Stories 2: Wings of Ruin,электронный ключ,"Xbox Series XIS,Xbox One",Windows,Xbox Store,39.99,99 лет,все страны,,RPG,1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT7566,,Подарочная карта Monster Hunter Stories 3: Twisted Reflection Deluxe Edition для Steam | CIS | Оригинальный код,VALVE,сервис активации,игры,Monster Hunter Stories 3: Twisted Reflection Deluxe Edition,электронный ключ,ПК,Windows,Steam,67.49,99 лет,CIS,,приключения,1,12+,,для аккаунтов CIS,бессрочно,,CIS
GFT7571,,Подарочная карта Monster Hunter Stories 3: Twisted Reflection Deluxe Edition для Steam | ROW | Оригинальный код,VALVE,сервис активации,игры,Monster Hunter Stories 3: Twisted Reflection Deluxe Edition,электронный ключ,ПК,Windows,Steam,89.99,99 лет,ROW,,"RPG,приключения,экшн",1,12+,,для аккаунтов ROW,бессрочно,,ROW
GFT7567,,Подарочная карта Monster Hunter Stories 3: Twisted Reflection Premium Deluxe Edition для Steam | CIS | Оригинальный код,VALVE,сервис активации,игры,Monster Hunter Stories 3: Twisted Reflection Premium Deluxe Edition,электронный ключ,ПК,Windows,Steam,74.99,99 лет,CIS,,приключения,1,12+,,для аккаунтов CIS,бессрочно,,CIS
GFT7572,,Подарочная карта Monster Hunter Stories 3: Twisted Reflection Premium Deluxe Edition для Steam | ROW | Оригинальный код,VALVE,сервис активации,игры,Monster Hunter Stories 3: Twisted Reflection Premium Deluxe Edition,электронный ключ,ПК,Windows,Steam,99.99,99 лет,ROW,,экшн,1,12+,,для аккаунтов ROW,бессрочно,,ROW
GFT7565,,Подарочная карта Monster Hunter Stories 3: Twisted Reflection для Steam | CIS | Оригинальный код,VALVE,сервис активации,игры,Monster Hunter Stories 3: Twisted Reflection,электронный ключ,ПК,Windows,Steam,52.49,99 лет,CIS,,приключения,1,12+,,для аккаунтов CIS,бессрочно,,CIS
GFT7570,,Подарочная карта Monster Hunter Stories 3: Twisted Reflection для Steam | ROW | Оригинальный код,VALVE,сервис активации,игры,Monster Hunter Stories 3: Twisted Reflection,электронный ключ,ПК,Windows,Steam,69.99,99 лет,ROW,,"RPG,приключения,экшн",1,12+,,для аккаунтов ROW,бессрочно,,ROW
GFT6972,,Подарочная карта Monster Hunter Stories Collection для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Stories Collection,электронный ключ,ПК,Windows,Steam,44.99,99 лет,CIS,,приключения,1,16+,,для аккаунтов CIS,бессрочно,,CIS
GFT6973,,Подарочная карта Monster Hunter Stories Deluxe Collection для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Stories Deluxe Collection,электронный ключ,ПК,Windows,Steam,52.49,99 лет,CIS,,RPG,1,16+,,для аккаунтов CIS,бессрочно,,CIS
GFT6971,,Подарочная карта Monster Hunter Stories для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Stories,электронный ключ,ПК,Windows,Steam,22.49,99 лет,CIS,,квест,1,16+,,для аккаунтов CIS,бессрочно,,CIS
GFT6969,,Подарочная карта Monster Hunter Stories для Xbox | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Stories,электронный ключ,"Xbox Series XIS,Xbox One",Windows,Xbox Store,29.99,99 лет,все страны,,приключения,1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6748,,Подарочная карта Monster Hunter Wilds Blossomdance DLC Pack для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Wilds Blossomdance DLC Pack,электронный ключ,ПК,Windows,Steam,11.99,99 лет,CIS,,"экшн,RPG",1,16+,,для аккаунтов CIS,бессрочно,,CIS
GFT6749,,Подарочная карта Monster Hunter Wilds Cosmetic DLC Pass для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Wilds Cosmetic DLC Pass,электронный ключ,ПК,Windows,Steam,39.99,99 лет,CIS,,экшн,1,16+,,для аккаунтов CIS,бессрочно,,CIS
GFT6746,,Подарочная карта Monster Hunter Wilds Deluxe Edition для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Wilds Deluxe Edition,электронный ключ,ПК,Windows,Steam,69.99,99 лет,CIS,,"экшн,RPG",1,16+,,для аккаунтов CIS,бессрочно,,CIS
GFT7130,,Подарочная карта Monster Hunter Wilds Deluxe Edition для Xbox | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Wilds Deluxe Edition,электронный ключ,"Xbox Series XIS,Xbox One",Windows,Xbox Store,89.99,99 лет,все страны,,"экшн,RPG",1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6750,,Подарочная карта Monster Hunter Wilds Deluxe Pack для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Monster Hunter Wilds Deluxe Pack,электронный ключ,ПК,Windows,Steam,19.99,99 лет,CIS,,"экшн,RPG",1,16+,,для аккаунтов CIS,бессрочно,,CIS
